Supervisor.PI	Diet	Batch	Population	Line	ReplicateVialOld	ReplicateVial	ProportionEggtoAdultSurvival	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	ProportionEggtoAdultSurvival_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Hoedjes	NS	1	UM	UM8	1	Hoedjes_1_UM8_1	0.4	Ukraine	48.753	30.206	214	UM	UM	UM	0.684719203002283	#0086A8	-	-	-	0.283
Hoedjes	NS	1	UM	UM8	2	Hoedjes_1_UM8_2	0.33	Ukraine	48.753	30.206	214	UM	UM	UM	0.611939714633867	#0086A8	-	-	-	0.283
Hoedjes	NS	1	UM	UM8	3	Hoedjes_1_UM8_3	0.38	Ukraine	48.753	30.206	214	UM	UM	UM	0.664215237877967	#0086A8	-	-	-	0.283
Hoedjes	NS	1	VA	VA1	1	Hoedjes_1_VA1_1	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA1	2	Hoedjes_1_VA1_2	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA1	3	Hoedjes_1_VA1_3	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA15	1	Hoedjes_1_VA15_1	0.3	Russia	57.979	33.244	217	VA	VA	VA	0.579639740363704	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA15	2	Hoedjes_1_VA15_2	0.45	Russia	57.979	33.244	217	VA	VA	VA	0.735314452816668	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA15	3	Hoedjes_1_VA15_3	0.43	Russia	57.979	33.244	217	VA	VA	VA	0.71516745604252	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA9	1	Hoedjes_1_VA9_1	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA9	2	Hoedjes_1_VA9_2	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.283
Hoedjes	NS	1	VA	VA9	3	Hoedjes_1_VA9_3	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.283
Hoedjes	NS	1	YE	YE11	1	Hoedjes_1_YE11_1	0.23	Turkey	40.231	32.26	680	YE	YE	YE	0.500179608697487	#132B69	-	-	-	0.283
Hoedjes	NS	1	YE	YE11	2	Hoedjes_1_YE11_2	0.1	Turkey	40.231	32.26	680	YE	YE	YE	0.321750554396642	#132B69	-	-	-	0.283
Hoedjes	NS	1	YE	YE11	3	Hoedjes_1_YE11_3	0.13	Turkey	40.231	32.26	680	YE	YE	YE	0.368862984226624	#132B69	-	-	-	0.283
Hoedjes	NS	1	YE	YE13	1	Hoedjes_1_YE13_1	0.73	Turkey	40.231	32.26	680	YE	YE	YE	1.02439576265692	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE13	2	Hoedjes_1_YE13_2	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE13	3	Hoedjes_1_YE13_3	0.78	Turkey	40.231	32.26	680	YE	YE	YE	1.08259106339798	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE14	1	Hoedjes_1_YE14_1	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE14	2	Hoedjes_1_YE14_2	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE14	3	Hoedjes_1_YE14_3	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE15	1	Hoedjes_1_YE15_1	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE15	2	Hoedjes_1_YE15_2	0.58	Turkey	40.231	32.26	680	YE	YE	YE	0.865743489873404	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE15	3	Hoedjes_1_YE15_3	0.58	Turkey	40.231	32.26	680	YE	YE	YE	0.865743489873404	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE19	1	Hoedjes_1_YE19_1	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE19	2	Hoedjes_1_YE19_2	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.283
Hoedjes	NS	1	YE	YE19	3	Hoedjes_1_YE19_3	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.283
Hoedjes	NS	2	AK	AK10	1	Hoedjes_2_AK10_1	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK10	2	Hoedjes_2_AK10_2	0.88	Finland	61.1	23.52	88	AK	AK	AK	1.21705472090523	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK10	3	Hoedjes_2_AK10_3	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK6	1	Hoedjes_2_AK6_1	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK6	2	Hoedjes_2_AK6_2	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK6	3	Hoedjes_2_AK6_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK7	1	Hoedjes_2_AK7_1	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK7	2	Hoedjes_2_AK7_2	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK7	3	Hoedjes_2_AK7_3	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK8	1	Hoedjes_2_AK8_1	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK8	2	Hoedjes_2_AK8_2	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK8	3	Hoedjes_2_AK8_3	0.93	Finland	61.1	23.52	88	AK	AK	AK	1.3030329996377	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK9	1	Hoedjes_2_AK9_1	0.55	Finland	61.1	23.52	88	AK	AK	AK	0.835481873978228	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK9	2	Hoedjes_2_AK9_2	0.68	Finland	61.1	23.52	88	AK	AK	AK	0.969532110115768	#A00E00	+	+	+	0.283
Hoedjes	NS	2	AK	AK9	3	Hoedjes_2_AK9_3	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI10	1	Hoedjes_2_GI10_1	0.68	Spain	41.618	0.62	173	GI	GI	GI	0.969532110115768	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI10	2	Hoedjes_2_GI10_2	0.85	Spain	41.618	0.62	173	GI	GI	GI	1.17309691170282	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI10	3	Hoedjes_2_GI10_3	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI11	1	Hoedjes_2_GI11_1	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI11	2	Hoedjes_2_GI11_2	0.5	Spain	41.618	0.62	173	GI	GI	GI	0.785398163397448	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI11	3	Hoedjes_2_GI11_3	0.8	Spain	41.618	0.62	173	GI	GI	GI	1.10714871779409	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI7	1	Hoedjes_2_GI7_1	0.73	Spain	41.618	0.62	173	GI	GI	GI	1.02439576265692	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI7	2	Hoedjes_2_GI7_2	0.68	Spain	41.618	0.62	173	GI	GI	GI	0.969532110115768	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI7	3	Hoedjes_2_GI7_3	0.7	Spain	41.618	0.62	173	GI	GI	GI	0.991156586431192	#B82E00	+	+	+	0.283
Hoedjes	NS	2	GI	GI8	1	Hoedjes_2_GI8_1	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	-	-	-	0.283
Hoedjes	NS	2	GI	GI8	2	Hoedjes_2_GI8_2	0.73	Spain	41.618	0.62	173	GI	GI	GI	1.02439576265692	#B82E00	-	-	-	0.283
Hoedjes	NS	2	GI	GI8	3	Hoedjes_2_GI8_3	0.55	Spain	41.618	0.62	173	GI	GI	GI	0.835481873978228	#B82E00	-	-	-	0.283
Hoedjes	NS	2	GI	GI9	1	Hoedjes_2_GI9_1	0.58	Spain	41.618	0.62	173	GI	GI	GI	0.865743489873404	#B82E00	-	-	-	0.283
Hoedjes	NS	2	GI	GI9	2	Hoedjes_2_GI9_2	0.38	Spain	41.618	0.62	173	GI	GI	GI	0.664215237877967	#B82E00	-	-	-	0.283
Hoedjes	NS	2	GI	GI9	3	Hoedjes_2_GI9_3	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	-	-	-	0.283
Hoedjes	NS	2	KA	KA10	1	Hoedjes_2_KA10_1	0.65	Denmark	55.945	10.213	15	KA	KA	KA	0.937744490405147	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA10	2	Hoedjes_2_KA10_2	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA10	3	Hoedjes_2_KA10_3	0.73	Denmark	55.945	10.213	15	KA	KA	KA	1.02439576265692	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA11	1	Hoedjes_2_KA11_1	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA11	2	Hoedjes_2_KA11_2	0.88	Denmark	55.945	10.213	15	KA	KA	KA	1.21705472090523	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA11	3	Hoedjes_2_KA11_3	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA13	1	Hoedjes_2_KA13_1	0.6	Denmark	55.945	10.213	15	KA	KA	KA	0.886077123792614	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA13	2	Hoedjes_2_KA13_2	0.75	Denmark	55.945	10.213	15	KA	KA	KA	1.0471975511966	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA13	3	Hoedjes_2_KA13_3	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA7	1	Hoedjes_2_KA7_1	0.73	Denmark	55.945	10.213	15	KA	KA	KA	1.02439576265692	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA7	2	Hoedjes_2_KA7_2	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	2	KA	KA7	3	Hoedjes_2_KA7_3	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.283
Hoedjes	NS	2	MA	MA12	1	Hoedjes_2_MA12_1	0.93	Austria	48.375	15.56	572	MA	MA	MA	1.3030329996377	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA12	2	Hoedjes_2_MA12_2	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA12	3	Hoedjes_2_MA12_3	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA13	1	Hoedjes_2_MA13_1	0.78	Austria	48.375	15.56	572	MA	MA	MA	1.08259106339798	#E38800	-	-	-	0.283
Hoedjes	NS	2	MA	MA13	2	Hoedjes_2_MA13_2	0.58	Austria	48.375	15.56	572	MA	MA	MA	0.865743489873404	#E38800	-	-	-	0.283
Hoedjes	NS	2	MA	MA13	3	Hoedjes_2_MA13_3	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	-	-	-	0.283
Hoedjes	NS	2	MA	MA18	1	Hoedjes_2_MA18_1	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA18	2	Hoedjes_2_MA18_2	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA18	3	Hoedjes_2_MA18_3	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA19	1	Hoedjes_2_MA19_1	0.55	Austria	48.375	15.56	572	MA	MA	MA	0.835481873978228	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA19	2	Hoedjes_2_MA19_2	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA19	3	Hoedjes_2_MA19_3	0.78	Austria	48.375	15.56	572	MA	MA	MA	1.08259106339798	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA20	1	Hoedjes_2_MA20_1	0.73	Austria	48.375	15.56	572	MA	MA	MA	1.02439576265692	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA20	2	Hoedjes_2_MA20_2	0.68	Austria	48.375	15.56	572	MA	MA	MA	0.969532110115768	#E38800	+	+	+	0.283
Hoedjes	NS	2	MA	MA20	3	Hoedjes_2_MA20_3	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	2	MU	MU10	1	Hoedjes_2_MU10_1	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU10	2	Hoedjes_2_MU10_2	0.78	Germany	48.18	11.61	520	MU	MU	MU	1.08259106339798	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU10	3	Hoedjes_2_MU10_3	0.78	Germany	48.18	11.61	520	MU	MU	MU	1.08259106339798	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU6	1	Hoedjes_2_MU6_1	0.73	Germany	48.18	11.61	520	MU	MU	MU	1.02439576265692	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU6	2	Hoedjes_2_MU6_2	0.73	Germany	48.18	11.61	520	MU	MU	MU	1.02439576265692	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU6	3	Hoedjes_2_MU6_3	0.48	Germany	48.18	11.61	520	MU	MU	MU	0.765392826220454	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU7	1	Hoedjes_2_MU7_1	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU7	2	Hoedjes_2_MU7_2	0.83	Germany	48.18	11.61	520	MU	MU	MU	1.14580754383249	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU7	3	Hoedjes_2_MU7_3	0.83	Germany	48.18	11.61	520	MU	MU	MU	1.14580754383249	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU8	1	Hoedjes_2_MU8_1	0.7	Germany	48.18	11.61	520	MU	MU	MU	0.991156586431192	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU8	2	Hoedjes_2_MU8_2	0.73	Germany	48.18	11.61	520	MU	MU	MU	1.02439576265692	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU8	3	Hoedjes_2_MU8_3	0.73	Germany	48.18	11.61	520	MU	MU	MU	1.02439576265692	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU9	1	Hoedjes_2_MU9_1	0.5	Germany	48.18	11.61	520	MU	MU	MU	0.785398163397448	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU9	2	Hoedjes_2_MU9_2	0.58	Germany	48.18	11.61	520	MU	MU	MU	0.865743489873404	#F6C200	+	+	+	0.283
Hoedjes	NS	2	MU	MU9	3	Hoedjes_2_MU9_3	0.55	Germany	48.18	11.61	520	MU	MU	MU	0.835481873978228	#F6C200	+	+	+	0.283
Hoedjes	NS	2	RE	RE10	1	Hoedjes_2_RE10_1	0.7	Portugal	41.15	-8.41	175	RE	RE	RE	0.991156586431192	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE10	2	Hoedjes_2_RE10_2	0.6	Portugal	41.15	-8.41	175	RE	RE	RE	0.886077123792614	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE10	3	Hoedjes_2_RE10_3	0.75	Portugal	41.15	-8.41	175	RE	RE	RE	1.0471975511966	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE11	1	Hoedjes_2_RE11_1	0.88	Portugal	41.15	-8.41	175	RE	RE	RE	1.21705472090523	#7BA354	-	-	-	0.283
Hoedjes	NS	2	RE	RE11	2	Hoedjes_2_RE11_2	0.8	Portugal	41.15	-8.41	175	RE	RE	RE	1.10714871779409	#7BA354	-	-	-	0.283
Hoedjes	NS	2	RE	RE11	3	Hoedjes_2_RE11_3	0.78	Portugal	41.15	-8.41	175	RE	RE	RE	1.08259106339798	#7BA354	-	-	-	0.283
Hoedjes	NS	2	RE	RE12	1	Hoedjes_2_RE12_1	0.58	Portugal	41.15	-8.41	175	RE	RE	RE	0.865743489873404	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE12	2	Hoedjes_2_RE12_2	0.58	Portugal	41.15	-8.41	175	RE	RE	RE	0.865743489873404	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE12	3	Hoedjes_2_RE12_3	0.38	Portugal	41.15	-8.41	175	RE	RE	RE	0.664215237877967	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE7	1	Hoedjes_2_RE7_1	0.53	Portugal	41.15	-8.41	175	RE	RE	RE	0.815416192620088	#7BA354	-	-	-	0.283
Hoedjes	NS	2	RE	RE7	2	Hoedjes_2_RE7_2	0.28	Portugal	41.15	-8.41	175	RE	RE	RE	0.557598826699537	#7BA354	-	-	-	0.283
Hoedjes	NS	2	RE	RE7	3	Hoedjes_2_RE7_3	0.38	Portugal	41.15	-8.41	175	RE	RE	RE	0.664215237877967	#7BA354	-	-	-	0.283
Hoedjes	NS	2	RE	RE8	1	Hoedjes_2_RE8_1	0.7	Portugal	41.15	-8.41	175	RE	RE	RE	0.991156586431192	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE8	2	Hoedjes_2_RE8_2	0.63	Portugal	41.15	-8.41	175	RE	RE	RE	0.916909264851683	#7BA354	+	+	+	0.283
Hoedjes	NS	2	RE	RE8	3	Hoedjes_2_RE8_3	0.68	Portugal	41.15	-8.41	175	RE	RE	RE	0.969532110115768	#7BA354	+	+	+	0.283
Hoedjes	NS	2	UM	UM13	1	Hoedjes_2_UM13_1	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM13	2	Hoedjes_2_UM13_2	0.65	Ukraine	48.753	30.206	214	UM	UM	UM	0.937744490405147	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM13	3	Hoedjes_2_UM13_3	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM17	1	Hoedjes_2_UM17_1	0.43	Ukraine	48.753	30.206	214	UM	UM	UM	0.71516745604252	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM17	2	Hoedjes_2_UM17_2	0.38	Ukraine	48.753	30.206	214	UM	UM	UM	0.664215237877967	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM17	3	Hoedjes_2_UM17_3	0.43	Ukraine	48.753	30.206	214	UM	UM	UM	0.71516745604252	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM18	1	Hoedjes_2_UM18_1	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	+	+	+	0.283
Hoedjes	NS	2	UM	UM18	2	Hoedjes_2_UM18_2	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	+	+	+	0.283
Hoedjes	NS	2	UM	UM18	3	Hoedjes_2_UM18_3	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	+	+	+	0.283
Hoedjes	NS	2	UM	UM20	1	Hoedjes_2_UM20_1	0.65	Ukraine	48.753	30.206	214	UM	UM	UM	0.937744490405147	#0086A8	+	+	+	0.283
Hoedjes	NS	2	UM	UM20	2	Hoedjes_2_UM20_2	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	+	+	+	0.283
Hoedjes	NS	2	UM	UM20	3	Hoedjes_2_UM20_3	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	+	+	+	0.283
Hoedjes	NS	2	UM	UM9	1	Hoedjes_2_UM9_1	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM9	2	Hoedjes_2_UM9_2	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	-	-	-	0.283
Hoedjes	NS	2	UM	UM9	3	Hoedjes_2_UM9_3	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	-	-	-	0.283
Hoedjes	NS	2	VA	VA22	1	Hoedjes_2_VA22_1	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA22	2	Hoedjes_2_VA22_2	0.45	Russia	57.979	33.244	217	VA	VA	VA	0.735314452816668	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA22	3	Hoedjes_2_VA22_3	0.43	Russia	57.979	33.244	217	VA	VA	VA	0.71516745604252	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA30	1	Hoedjes_2_VA30_1	0.53	Russia	57.979	33.244	217	VA	VA	VA	0.815416192620088	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA30	2	Hoedjes_2_VA30_2	0.75	Russia	57.979	33.244	217	VA	VA	VA	1.0471975511966	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA30	3	Hoedjes_2_VA30_3	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA34	1	Hoedjes_2_VA34_1	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA34	2	Hoedjes_2_VA34_2	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA34	3	Hoedjes_2_VA34_3	0.68	Russia	57.979	33.244	217	VA	VA	VA	0.969532110115768	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA35	1	Hoedjes_2_VA35_1	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA35	2	Hoedjes_2_VA35_2	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.283
Hoedjes	NS	2	VA	VA35	3	Hoedjes_2_VA35_3	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.283
Hoedjes	NS	2	YE	YE20	1	Hoedjes_2_YE20_1	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE20	2	Hoedjes_2_YE20_2	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE20	3	Hoedjes_2_YE20_3	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE21	1	Hoedjes_2_YE21_1	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE21	2	Hoedjes_2_YE21_2	0.4	Turkey	40.231	32.26	680	YE	YE	YE	0.684719203002283	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE21	3	Hoedjes_2_YE21_3	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE22	1	Hoedjes_2_YE22_1	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	-	-	-	0.283
Hoedjes	NS	2	YE	YE22	2	Hoedjes_2_YE22_2	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	-	-	-	0.283
Hoedjes	NS	2	YE	YE22	3	Hoedjes_2_YE22_3	0.58	Turkey	40.231	32.26	680	YE	YE	YE	0.865743489873404	#132B69	-	-	-	0.283
Hoedjes	NS	2	YE	YE23	1	Hoedjes_2_YE23_1	0.25	Turkey	40.231	32.26	680	YE	YE	YE	0.523598775598299	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE23	2	Hoedjes_2_YE23_2	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE23	3	Hoedjes_2_YE23_3	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE24	1	Hoedjes_2_YE24_1	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE24	2	Hoedjes_2_YE24_2	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.283
Hoedjes	NS	2	YE	YE24	3	Hoedjes_2_YE24_3	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.283
Hoedjes	NS	3	AK	AK11	1	Hoedjes_3_AK11_1	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
Hoedjes	NS	3	AK	AK11	2	Hoedjes_3_AK11_2	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.283
Hoedjes	NS	3	AK	AK11	3	Hoedjes_3_AK11_3	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
