"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","CCRT_seconds","Censor","Country","Latitude","Longitude","Altitude"
"Vieira","S",10,"MU","MU18","M",1,"Vieira_10_MU18_M_1",3,1149,0,"Germany",48.18,11.61,520
"Vieira","S",3,"AK","AK8","F",1,"Vieira_3_AK8_F_1",6,1151,0,"Finland",61.1,23.52,88
"Vieira","S",5,"GI","GI3","F",1,"Vieira_5_GI3_F_1",2,1151,0,"Spain",41.618,0.62,173
"Vieira","S",22,"YE","YE21","M",1,"Vieira_22_YE21_M_1",1,1151,0,"Turkey",40.231,32.26,680
"Vieira","S",20,"MA","MA21","M",1,"Vieira_20_MA21_M_1",6,1152,0,"Austria",48.375,15.56,572
"Vieira","S",27,"YE","YE15","F",1,"Vieira_27_YE15_F_1",3,1152,0,"Turkey",40.231,32.26,680
"Vieira","S",15,"KA","KA13","F",1,"Vieira_15_KA13_F_1",2,1154,0,"Denmark",55.945,10.213,15
"Vieira","S",18,"KA","KA29","M",1,"Vieira_18_KA29_M_1",2,1154,0,"Denmark",55.945,10.213,15
"Vieira","S",13,"UM","UM4","M",1,"Vieira_13_UM4_M_1",3,1154,0,"Ukraine",48.753,30.206,214
"Vieira","S",26,"YE","YE80","F",1,"Vieira_26_YE80_F_1",1,1154,0,"Turkey",40.231,32.26,680
"Vieira","S",21,"MA","MA7","F",1,"Vieira_21_MA7_F_1",6,1155,0,"Austria",48.375,15.56,572
"Vieira","S",10,"MU","MU18","F",1,"Vieira_10_MU18_F_1",6,1156,0,"Germany",48.18,11.61,520
"Vieira","S",11,"RE","RE18","F",1,"Vieira_11_RE18_F_1",3,1156,0,"Portugal",41.15,-8.41,175
"Vieira","S",2,"RE","RE5","F",1,"Vieira_2_RE5_F_1",6,1156,0,"Portugal",41.15,-8.41,175
"Vieira","S",27,"VA","VA30","F",1,"Vieira_27_VA30_F_1",3,1156,0,"Russia",57.979,33.244,217
"Vieira","S",9,"MU","MU13","M",1,"Vieira_9_MU13_M_1",6,1157,0,"Germany",48.18,11.61,520
"Vieira","S",20,"MA","MA13","M",1,"Vieira_20_MA13_M_1",3,1158,0,"Austria",48.375,15.56,572
"Vieira","S",18,"MA","MA6","M",1,"Vieira_18_MA6_M_1",4,1158,0,"Austria",48.375,15.56,572
"Vieira","S",13,"RE","RE2","M",1,"Vieira_13_RE2_M_1",3,1158,0,"Portugal",41.15,-8.41,175
"Vieira","S",9,"MU","MU15","M",1,"Vieira_9_MU15_M_1",6,1159,0,"Germany",48.18,11.61,520
"Vieira","S",22,"VA","VA18","F",1,"Vieira_22_VA18_F_1",6,1159,0,"Russia",57.979,33.244,217
"Vieira","S",18,"KA","KA29","M",1,"Vieira_18_KA29_M_1",3,1161,0,"Denmark",55.945,10.213,15
"Vieira","S",22,"VA","VA35","F",1,"Vieira_22_VA35_F_1",3,1161,0,"Russia",57.979,33.244,217
"Vieira","S",23,"YE","YE40","M",1,"Vieira_23_YE40_M_1",6,1161,0,"Turkey",40.231,32.26,680
"Vieira","S",19,"MA","MA32","M",1,"Vieira_19_MA32_M_1",2,1162,0,"Austria",48.375,15.56,572
"Vieira","S",27,"YE","YE15","F",1,"Vieira_27_YE15_F_1",2,1162,0,"Turkey",40.231,32.26,680
"Vieira","S",16,"KA","KA28","M",1,"Vieira_16_KA28_M_1",2,1163,0,"Denmark",55.945,10.213,15
"Vieira","S",7,"RE","RE3","M",1,"Vieira_7_RE3_M_1",5,1163,0,"Portugal",41.15,-8.41,175
"Vieira","S",12,"KA","KA10","F",1,"Vieira_12_KA10_F_1",3,1164,0,"Denmark",55.945,10.213,15
"Vieira","S",27,"VA","VA30","M",1,"Vieira_27_VA30_M_1",4,1164,0,"Russia",57.979,33.244,217
"Vieira","S",22,"VA","VA66","F",1,"Vieira_22_VA66_F_1",3,1164,0,"Russia",57.979,33.244,217
"Vieira","S",19,"MA","MA32","F",1,"Vieira_19_MA32_F_1",1,1165,0,"Austria",48.375,15.56,572
"Vieira","S",8,"GI","GI11","M",1,"Vieira_8_GI11_M_1",3,1166,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA26","M",1,"Vieira_20_MA26_M_1",5,1166,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU19","F",1,"Vieira_9_MU19_F_1",5,1166,0,"Germany",48.18,11.61,520
"Vieira","S",23,"VA","VA46","F",1,"Vieira_23_VA46_F_1",6,1166,0,"Russia",57.979,33.244,217
"Vieira","S",8,"MU","MU2","M",1,"Vieira_8_MU2_M_1",4,1168,0,"Germany",48.18,11.61,520
"Vieira","S",5,"GI","GI5","F",1,"Vieira_5_GI5_F_1",3,1169,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA13","M",1,"Vieira_20_MA13_M_1",4,1170,0,"Austria",48.375,15.56,572
"Vieira","S",11,"RE","RE18","M",1,"Vieira_11_RE18_M_1",3,1170,0,"Portugal",41.15,-8.41,175
"Vieira","S",27,"VA","VA30","F",1,"Vieira_27_VA30_F_1",2,1170,0,"Russia",57.979,33.244,217
"Vieira","S",23,"VA","VA46","M",1,"Vieira_23_VA46_M_1",3,1170,0,"Russia",57.979,33.244,217
"Vieira","S",7,"RE","RE15","F",1,"Vieira_7_RE15_F_1",6,1172,0,"Portugal",41.15,-8.41,175
"Vieira","S",18,"KA","KA18","M",1,"Vieira_18_KA18_M_1",4,1173,0,"Denmark",55.945,10.213,15
"Vieira","S",6,"GI","GI12","F",1,"Vieira_6_GI12_F_1",1,1174,0,"Spain",41.618,0.62,173
"Vieira","S",18,"KA","KA29","M",1,"Vieira_18_KA29_M_1",4,1174,0,"Denmark",55.945,10.213,15
"Vieira","S",3,"RE","RE11","F",1,"Vieira_3_RE11_F_1",4,1174,0,"Portugal",41.15,-8.41,175
"Vieira","S",20,"MA","MA26","M",1,"Vieira_20_MA26_M_1",2,1175,0,"Austria",48.375,15.56,572
"Vieira","S",21,"MA","MA28","M",1,"Vieira_21_MA28_M_1",6,1175,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU13","M",1,"Vieira_9_MU13_M_1",5,1175,0,"Germany",48.18,11.61,520
"Vieira","S",4,"RE","RE7","F",1,"Vieira_4_RE7_F_1",3,1175,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"YE","YE19","F",1,"Vieira_22_YE19_F_1",6,1175,0,"Turkey",40.231,32.26,680
"Vieira","S",15,"KA","KA1","M",1,"Vieira_15_KA1_M_1",4,1176,0,"Denmark",55.945,10.213,15
"Vieira","S",23,"VA","VA6","F",1,"Vieira_23_VA6_F_1",6,1178,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK18","M",1,"Vieira_5_AK18_M_1",4,1179,0,"Finland",61.1,23.52,88
"Vieira","S",13,"RE","RE2","F",1,"Vieira_13_RE2_F_1",4,1179,0,"Portugal",41.15,-8.41,175
"Vieira","S",19,"MA","MA33","M",1,"Vieira_19_MA33_M_1",4,1180,0,"Austria",48.375,15.56,572
"Vieira","S",18,"MA","MA5","F",1,"Vieira_18_MA5_F_1",2,1180,0,"Austria",48.375,15.56,572
"Vieira","S",5,"GI","GI5","F",1,"Vieira_5_GI5_F_1",4,1181,0,"Spain",41.618,0.62,173
"Vieira","S",7,"RE","RE15","F",1,"Vieira_7_RE15_F_1",2,1181,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"VA","VA66","F",1,"Vieira_22_VA66_F_1",2,1181,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE69","F",1,"Vieira_26_YE69_F_1",4,1181,0,"Turkey",40.231,32.26,680
"Vieira","S",21,"MA","MA9","F",1,"Vieira_21_MA9_F_1",4,1182,0,"Austria",48.375,15.56,572
"Vieira","S",24,"VA","VA47","F",1,"Vieira_24_VA47_F_1",6,1182,0,"Russia",57.979,33.244,217
"Vieira","S",9,"MU","MU11","F",1,"Vieira_9_MU11_F_1",4,1183,0,"Germany",48.18,11.61,520
"Vieira","S",14,"KA","KA2","F",1,"Vieira_14_KA2_F_1",1,1184,0,"Denmark",55.945,10.213,15
"Vieira","S",8,"MU","MU5","M",1,"Vieira_8_MU5_M_1",2,1184,0,"Germany",48.18,11.61,520
"Vieira","S",2,"UM","UM21","M",1,"Vieira_2_UM21_M_1",2,1185,0,"Ukraine",48.753,30.206,214
"Vieira","S",18,"KA","KA29","F",1,"Vieira_18_KA29_F_1",2,1186,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA20","M",1,"Vieira_20_MA20_M_1",3,1186,0,"Austria",48.375,15.56,572
"Vieira","S",22,"VA","VA18","F",1,"Vieira_22_VA18_F_1",2,1186,0,"Russia",57.979,33.244,217
"Vieira","S",27,"YE","YE14","F",1,"Vieira_27_YE14_F_1",6,1186,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"YE","YE40","F",1,"Vieira_23_YE40_F_1",5,1187,0,"Turkey",40.231,32.26,680
"Vieira","S",2,"RE","RE10","M",1,"Vieira_2_RE10_M_1",5,1188,0,"Portugal",41.15,-8.41,175
"Vieira","S",4,"RE","RE7","M",1,"Vieira_4_RE7_M_1",4,1188,0,"Portugal",41.15,-8.41,175
"Vieira","S",1,"UM","UM5","M",1,"Vieira_1_UM5_M_1",6,1188,0,"Ukraine",48.753,30.206,214
"Vieira","S",24,"VA","VA71","F",1,"Vieira_24_VA71_F_1",5,1188,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK7","M",1,"Vieira_5_AK7_M_1",4,1189,0,"Finland",61.1,23.52,88
"Vieira","S",8,"MU","MU5","F",1,"Vieira_8_MU5_F_1",6,1189,0,"Germany",48.18,11.61,520
"Vieira","S",16,"UM","UM28","F",1,"Vieira_16_UM28_F_1",5,1189,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA66","M",1,"Vieira_22_VA66_M_1",1,1189,0,"Russia",57.979,33.244,217
"Vieira","S",25,"YE","YE27","M",1,"Vieira_25_YE27_M_1",6,1189,0,"Turkey",40.231,32.26,680
"Vieira","S",3,"AK","AK12","F",1,"Vieira_3_AK12_F_1",6,1190,0,"Finland",61.1,23.52,88
"Vieira","S",5,"GI","GI5","F",1,"Vieira_5_GI5_F_1",5,1190,0,"Spain",41.618,0.62,173
"Vieira","S",5,"GI","GI1","M",1,"Vieira_5_GI1_M_1",3,1191,0,"Spain",41.618,0.62,173
"Vieira","S",18,"MA","MA6","F",1,"Vieira_18_MA6_F_1",5,1191,0,"Austria",48.375,15.56,572
"Vieira","S",16,"UM","UM28","F",1,"Vieira_16_UM28_F_1",4,1191,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA18","F",1,"Vieira_22_VA18_F_1",1,1192,0,"Russia",57.979,33.244,217
"Vieira","S",15,"KA","KA11","M",1,"Vieira_15_KA11_M_1",6,1193,0,"Denmark",55.945,10.213,15
"Vieira","S",9,"MU","MU20","F",1,"Vieira_9_MU20_F_1",2,1193,0,"Germany",48.18,11.61,520
"Vieira","S",27,"VA","VA30","M",1,"Vieira_27_VA30_M_1",1,1193,0,"Russia",57.979,33.244,217
"Vieira","S",22,"VA","VA66","M",1,"Vieira_22_VA66_M_1",4,1193,0,"Russia",57.979,33.244,217
"Vieira","S",5,"GI","GI1","M",1,"Vieira_5_GI1_M_1",5,1195,0,"Spain",41.618,0.62,173
"Vieira","S",23,"VA","VA44","F",1,"Vieira_23_VA44_F_1",1,1195,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK11","F",1,"Vieira_5_AK11_F_1",2,1196,0,"Finland",61.1,23.52,88
"Vieira","S",12,"KA","KA10","F",1,"Vieira_12_KA10_F_1",1,1196,0,"Denmark",55.945,10.213,15
"Vieira","S",21,"MA","MA9","M",1,"Vieira_21_MA9_M_1",2,1196,0,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA26","F",1,"Vieira_20_MA26_F_1",2,1199,0,"Austria",48.375,15.56,572
"Vieira","S",10,"MU","MU14","M",1,"Vieira_10_MU14_M_1",3,1199,0,"Germany",48.18,11.61,520
"Vieira","S",2,"RE","RE10","M",1,"Vieira_2_RE10_M_1",1,1199,0,"Portugal",41.15,-8.41,175
"Vieira","S",2,"UM","UM21","M",1,"Vieira_2_UM21_M_1",1,1199,0,"Ukraine",48.753,30.206,214
"Vieira","S",5,"AK","AK11","F",1,"Vieira_5_AK11_F_1",3,1200,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK19","M",1,"Vieira_5_AK19_M_1",3,1200,0,"Finland",61.1,23.52,88
"Vieira","S",11,"RE","RE12","F",1,"Vieira_11_RE12_F_1",1,1200,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"VA","VA18","F",1,"Vieira_22_VA18_F_1",5,1200,0,"Russia",57.979,33.244,217
"Vieira","S",22,"YE","YE20","F",1,"Vieira_22_YE20_F_1",5,1200,0,"Turkey",40.231,32.26,680
"Vieira","S",22,"YE","YE20","M",1,"Vieira_22_YE20_M_1",4,1200,0,"Turkey",40.231,32.26,680
"Vieira","S",26,"YE","YE80","M",1,"Vieira_26_YE80_M_1",2,1200,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"GI","GI5","F",1,"Vieira_5_GI5_F_1",2,1202,0,"Spain",41.618,0.62,173
"Vieira","S",9,"MU","MU7","F",1,"Vieira_9_MU7_F_1",3,1202,0,"Germany",48.18,11.61,520
"Vieira","S",25,"YE","YE26","F",1,"Vieira_25_YE26_F_1",4,1202,0,"Turkey",40.231,32.26,680
"Vieira","S",27,"YE","YE13","F",1,"Vieira_27_YE13_F_1",5,1203,0,"Turkey",40.231,32.26,680
"Vieira","S",19,"MA","MA33","M",1,"Vieira_19_MA33_M_1",1,1204,0,"Austria",48.375,15.56,572
"Vieira","S",2,"UM","UM21","F",1,"Vieira_2_UM21_F_1",4,1204,0,"Ukraine",48.753,30.206,214
"Vieira","S",26,"YE","YE41","M",1,"Vieira_26_YE41_M_1",3,1204,0,"Turkey",40.231,32.26,680
"Vieira","S",22,"VA","VA66","F",1,"Vieira_22_VA66_F_1",1,1205,0,"Russia",57.979,33.244,217
"Vieira","S",24,"VA","VA71","F",1,"Vieira_24_VA71_F_1",1,1205,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE48","F",1,"Vieira_26_YE48_F_1",3,1205,0,"Turkey",40.231,32.26,680
"Vieira","S",2,"RE","RE5","M",1,"Vieira_2_RE5_M_1",5,1206,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"VA","VA18","M",1,"Vieira_22_VA18_M_1",6,1206,0,"Russia",57.979,33.244,217
"Vieira","S",5,"GI","GI13","F",1,"Vieira_5_GI13_F_1",6,1208,0,"Spain",41.618,0.62,173
"Vieira","S",8,"MU","MU3","M",1,"Vieira_8_MU3_M_1",5,1208,0,"Germany",48.18,11.61,520
"Vieira","S",18,"KA","KA29","M",1,"Vieira_18_KA29_M_1",1,1209,0,"Denmark",55.945,10.213,15
"Vieira","S",14,"UM","UM26","F",1,"Vieira_14_UM26_F_1",5,1209,0,"Ukraine",48.753,30.206,214
"Vieira","S",27,"YE","YE14","M",1,"Vieira_27_YE14_M_1",3,1209,0,"Turkey",40.231,32.26,680
"Vieira","S",20,"MA","MA12","M",1,"Vieira_20_MA12_M_1",3,1210,0,"Austria",48.375,15.56,572
"Vieira","S",21,"MA","MA27","F",1,"Vieira_21_MA27_F_1",2,1210,0,"Austria",48.375,15.56,572
"Vieira","S",3,"AK","AK12","F",1,"Vieira_3_AK12_F_1",4,1211,0,"Finland",61.1,23.52,88
"Vieira","S",20,"MA","MA26","F",1,"Vieira_20_MA26_F_1",5,1211,0,"Austria",48.375,15.56,572
"Vieira","S",2,"RE","RE13","M",1,"Vieira_2_RE13_M_1",2,1211,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"YE","YE20","M",1,"Vieira_22_YE20_M_1",3,1212,0,"Turkey",40.231,32.26,680
"Vieira","S",1,"UM","UM5","M",1,"Vieira_1_UM5_M_1",2,1213,0,"Ukraine",48.753,30.206,214
"Vieira","S",7,"GI","GI15","M",1,"Vieira_7_GI15_M_1",4,1214,0,"Spain",41.618,0.62,173
"Vieira","S",6,"GI","GI2","F",1,"Vieira_6_GI2_F_1",2,1214,0,"Spain",41.618,0.62,173
"Vieira","S",11,"RE","RE12","F",1,"Vieira_11_RE12_F_1",5,1214,0,"Portugal",41.15,-8.41,175
"Vieira","S",15,"KA","KA11","M",1,"Vieira_15_KA11_M_1",1,1215,0,"Denmark",55.945,10.213,15
"Vieira","S",9,"MU","MU11","F",1,"Vieira_9_MU11_F_1",6,1215,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU19","M",1,"Vieira_9_MU19_M_1",1,1215,0,"Germany",48.18,11.61,520
"Vieira","S",27,"VA","VA30","M",1,"Vieira_27_VA30_M_1",5,1215,0,"Russia",57.979,33.244,217
"Vieira","S",24,"VA","VA47","M",1,"Vieira_24_VA47_M_1",6,1215,0,"Russia",57.979,33.244,217
"Vieira","S",14,"KA","KA3","F",1,"Vieira_14_KA3_F_1",3,1216,0,"Denmark",55.945,10.213,15
"Vieira","S",8,"MU","MU3","M",1,"Vieira_8_MU3_M_1",6,1216,0,"Germany",48.18,11.61,520
"Vieira","S",22,"VA","VA26","M",1,"Vieira_22_VA26_M_1",4,1216,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE69","M",1,"Vieira_26_YE69_M_1",1,1219,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"AK","AK11","F",1,"Vieira_5_AK11_F_1",6,1220,0,"Finland",61.1,23.52,88
"Vieira","S",6,"GI","GI12","M",1,"Vieira_6_GI12_M_1",2,1220,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA16","F",1,"Vieira_20_MA16_F_1",5,1220,0,"Austria",48.375,15.56,572
"Vieira","S",14,"UM","UM22","F",1,"Vieira_14_UM22_F_1",3,1221,0,"Ukraine",48.753,30.206,214
"Vieira","S",21,"MA","MA27","F",1,"Vieira_21_MA27_F_1",6,1222,0,"Austria",48.375,15.56,572
"Vieira","S",3,"RE","RE11","M",1,"Vieira_3_RE11_M_1",1,1222,0,"Portugal",41.15,-8.41,175
"Vieira","S",5,"GI","GI10","F",1,"Vieira_5_GI10_F_1",2,1223,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA23","M",1,"Vieira_20_MA23_M_1",2,1223,0,"Austria",48.375,15.56,572
"Vieira","S",2,"UM","UM21","F",1,"Vieira_2_UM21_F_1",6,1223,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"YE","YE19","F",1,"Vieira_22_YE19_F_1",4,1223,0,"Turkey",40.231,32.26,680
"Vieira","S",12,"KA","KA9","M",1,"Vieira_12_KA9_M_1",5,1224,0,"Denmark",55.945,10.213,15
"Vieira","S",3,"RE","RE4","F",1,"Vieira_3_RE4_F_1",1,1225,0,"Portugal",41.15,-8.41,175
"Vieira","S",1,"UM","UM5","M",1,"Vieira_1_UM5_M_1",5,1225,0,"Ukraine",48.753,30.206,214
"Vieira","S",18,"KA","KA29","M",1,"Vieira_18_KA29_M_1",6,1226,0,"Denmark",55.945,10.213,15
"Vieira","S",25,"VA","VA48","F",1,"Vieira_25_VA48_F_1",2,1226,0,"Russia",57.979,33.244,217
"Vieira","S",21,"MA","MA9","F",1,"Vieira_21_MA9_F_1",5,1227,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU4","M",1,"Vieira_8_MU4_M_1",3,1227,0,"Germany",48.18,11.61,520
"Vieira","S",23,"VA","VA44","M",1,"Vieira_23_VA44_M_1",3,1227,0,"Russia",57.979,33.244,217
"Vieira","S",22,"VA","VA9","M",1,"Vieira_22_VA9_M_1",3,1227,0,"Russia",57.979,33.244,217
"Vieira","S",4,"GI","GI9","M",1,"Vieira_4_GI9_M_1",4,1228,0,"Spain",41.618,0.62,173
"Vieira","S",19,"MA","MA33","M",1,"Vieira_19_MA33_M_1",6,1228,0,"Austria",48.375,15.56,572
"Vieira","S",4,"RE","RE7","M",1,"Vieira_4_RE7_M_1",3,1228,0,"Portugal",41.15,-8.41,175
"Vieira","S",3,"AK","AK2","M",1,"Vieira_3_AK2_M_1",3,1229,0,"Finland",61.1,23.52,88
"Vieira","S",18,"MA","MA3","M",1,"Vieira_18_MA3_M_1",6,1230,0,"Austria",48.375,15.56,572
"Vieira","S",4,"GI","GI8","F",1,"Vieira_4_GI8_F_1",5,1231,0,"Spain",41.618,0.62,173
"Vieira","S",19,"MA","MA19","M",1,"Vieira_19_MA19_M_1",1,1231,0,"Austria",48.375,15.56,572
"Vieira","S",10,"MU","MU17","F",1,"Vieira_10_MU17_F_1",4,1231,0,"Germany",48.18,11.61,520
"Vieira","S",22,"VA","VA34","M",1,"Vieira_22_VA34_M_1",5,1231,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE80","F",1,"Vieira_26_YE80_F_1",6,1231,0,"Turkey",40.231,32.26,680
"Vieira","S",3,"AK","AK2","F",1,"Vieira_3_AK2_F_1",5,1232,0,"Finland",61.1,23.52,88
"Vieira","S",20,"MA","MA13","M",1,"Vieira_20_MA13_M_1",5,1232,0,"Austria",48.375,15.56,572
"Vieira","S",16,"UM","UM28","M",1,"Vieira_16_UM28_M_1",1,1232,0,"Ukraine",48.753,30.206,214
"Vieira","S",8,"GI","GI7","F",1,"Vieira_8_GI7_F_1",1,1233,0,"Spain",41.618,0.62,173
"Vieira","S",21,"MA","MA27","F",1,"Vieira_21_MA27_F_1",4,1233,0,"Austria",48.375,15.56,572
"Vieira","S",2,"RE","RE5","F",1,"Vieira_2_RE5_F_1",2,1233,0,"Portugal",41.15,-8.41,175
"Vieira","S",25,"VA","VA48","F",1,"Vieira_25_VA48_F_1",4,1233,0,"Russia",57.979,33.244,217
"Vieira","S",1,"UM","UM6","F",1,"Vieira_1_UM6_F_1",5,1234,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"VA","VA6","F",1,"Vieira_23_VA6_F_1",4,1236,0,"Russia",57.979,33.244,217
"Vieira","S",21,"MA","MA9","M",1,"Vieira_21_MA9_M_1",6,1237,0,"Austria",48.375,15.56,572
"Vieira","S",5,"AK","AK19","F",1,"Vieira_5_AK19_F_1",1,1238,0,"Finland",61.1,23.52,88
"Vieira","S",7,"RE","RE8","F",1,"Vieira_7_RE8_F_1",5,1238,0,"Portugal",41.15,-8.41,175
"Vieira","S",16,"KA","KA23","M",1,"Vieira_16_KA23_M_1",3,1239,0,"Denmark",55.945,10.213,15
"Vieira","S",9,"MU","MU13","M",1,"Vieira_9_MU13_M_1",1,1239,0,"Germany",48.18,11.61,520
"Vieira","S",11,"RE","RE18","M",1,"Vieira_11_RE18_M_1",2,1239,0,"Portugal",41.15,-8.41,175
"Vieira","S",2,"UM","UM21","M",1,"Vieira_2_UM21_M_1",3,1240,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"VA","VA1","M",1,"Vieira_23_VA1_M_1",3,1240,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK11","M",1,"Vieira_5_AK11_M_1",4,1241,0,"Finland",61.1,23.52,88
"Vieira","S",21,"MA","MA27","F",1,"Vieira_21_MA27_F_1",3,1241,0,"Austria",48.375,15.56,572
"Vieira","S",22,"YE","YE19","M",1,"Vieira_22_YE19_M_1",1,1242,0,"Turkey",40.231,32.26,680
"Vieira","S",25,"YE","YE26","F",1,"Vieira_25_YE26_F_1",6,1242,0,"Turkey",40.231,32.26,680
"Vieira","S",3,"AK","AK12","F",1,"Vieira_3_AK12_F_1",5,1243,0,"Finland",61.1,23.52,88
"Vieira","S",15,"KA","KA14","M",1,"Vieira_15_KA14_M_1",5,1243,0,"Denmark",55.945,10.213,15
"Vieira","S",10,"MU","MU14","F",1,"Vieira_10_MU14_F_1",4,1243,0,"Germany",48.18,11.61,520
"Vieira","S",26,"YE","YE51","F",1,"Vieira_26_YE51_F_1",3,1243,0,"Turkey",40.231,32.26,680
"Vieira","S",14,"KA","KA3","F",1,"Vieira_14_KA3_F_1",5,1244,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA12","F",1,"Vieira_20_MA12_F_1",5,1244,0,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA21","F",1,"Vieira_20_MA21_F_1",5,1244,0,"Austria",48.375,15.56,572
"Vieira","S",19,"MA","MA30","M",1,"Vieira_19_MA30_M_1",2,1244,0,"Austria",48.375,15.56,572
"Vieira","S",21,"MA","MA9","F",1,"Vieira_21_MA9_F_1",2,1244,0,"Austria",48.375,15.56,572
"Vieira","S",2,"RE","RE10","M",1,"Vieira_2_RE10_M_1",4,1244,0,"Portugal",41.15,-8.41,175
"Vieira","S",27,"YE","YE14","M",1,"Vieira_27_YE14_M_1",5,1244,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"GI","GI10","F",1,"Vieira_5_GI10_F_1",5,1245,0,"Spain",41.618,0.62,173
"Vieira","S",22,"YE","YE22","M",1,"Vieira_22_YE22_M_1",6,1245,0,"Turkey",40.231,32.26,680
"Vieira","S",3,"AK","AK2","M",1,"Vieira_3_AK2_M_1",6,1246,0,"Finland",61.1,23.52,88
"Vieira","S",9,"MU","MU12","F",1,"Vieira_9_MU12_F_1",6,1246,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU15","M",1,"Vieira_9_MU15_M_1",2,1246,0,"Germany",48.18,11.61,520
"Vieira","S",23,"VA","VA44","F",1,"Vieira_23_VA44_F_1",3,1248,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE49","F",1,"Vieira_26_YE49_F_1",3,1248,0,"Turkey",40.231,32.26,680
"Vieira","S",20,"MA","MA21","F",1,"Vieira_20_MA21_F_1",6,1249,0,"Austria",48.375,15.56,572
"Vieira","S",7,"AK","AK4","M",1,"Vieira_7_AK4_M_1",1,1250,0,"Finland",61.1,23.52,88
"Vieira","S",9,"MU","MU20","F",1,"Vieira_9_MU20_F_1",5,1250,0,"Germany",48.18,11.61,520
"Vieira","S",24,"VA","VA47","M",1,"Vieira_24_VA47_M_1",1,1251,0,"Russia",57.979,33.244,217
"Vieira","S",19,"MA","MA30","F",1,"Vieira_19_MA30_F_1",4,1252,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU5","M",1,"Vieira_8_MU5_M_1",3,1253,0,"Germany",48.18,11.61,520
"Vieira","S",22,"VA","VA26","F",1,"Vieira_22_VA26_F_1",1,1253,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE49","F",1,"Vieira_26_YE49_F_1",2,1253,0,"Turkey",40.231,32.26,680
"Vieira","S",9,"MU","MU9","M",1,"Vieira_9_MU9_M_1",3,1254,0,"Germany",48.18,11.61,520
"Vieira","S",22,"VA","VA15","M",1,"Vieira_22_VA15_M_1",5,1254,0,"Russia",57.979,33.244,217
"Vieira","S",3,"AK","AK8","M",1,"Vieira_3_AK8_M_1",2,1255,0,"Finland",61.1,23.52,88
"Vieira","S",10,"MU","MU16","M",1,"Vieira_10_MU16_M_1",1,1256,0,"Germany",48.18,11.61,520
"Vieira","S",16,"UM","UM28","F",1,"Vieira_16_UM28_F_1",1,1256,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"VA","VA46","M",1,"Vieira_23_VA46_M_1",1,1256,0,"Russia",57.979,33.244,217
"Vieira","S",6,"GI","GI2","M",1,"Vieira_6_GI2_M_1",1,1257,0,"Spain",41.618,0.62,173
"Vieira","S",4,"GI","GI8","F",1,"Vieira_4_GI8_F_1",1,1257,0,"Spain",41.618,0.62,173
"Vieira","S",16,"KA","KA28","M",1,"Vieira_16_KA28_M_1",6,1257,0,"Denmark",55.945,10.213,15
